opportunity_id,opportunity_name,account_name,rep_name,industry,segment,stage,deal_size,days_in_stage,close_date,created_date,win_loss
880,Deal Delta,Avamba,Godart Dionsetto,Professional Services,Mid-Market,Negotiation,65670,60,6/25/2024,6/21/2023,Open
881,Deal Beta,Kamba,Stinky Lorente,Professional Services,Mid-Market,Qualification,234044,75,11/9/2025,6/14/2024,Open
882,Deal Beta,Zoozzy,Marthena Duffrie,Retail,Enterprise,Demo,332350,43,12/11/2024,6/9/2024,Open
883,Deal Delta,Gevee,Ingrim Curnokk,Manufacturing,SMB,Prospecting,430156,84,9/6/2024,7/14/2023,Open
884,Deal Delta,Kare,Maxwell Entissle,Professional Services,Enterprise,Prospecting,425753,83,2/16/2024,7/7/2024,Open
885,Deal Alpha,Jaloo,Leora Stickland,Retail,Mid-Market,Closed Lost,241281,76,9/22/2025,11/30/2023,Lost
886,Deal Delta,Janyx,Oralie McCudden,Manufacturing,Mid-Market,Proposal,188096,53,1/26/2024,9/12/2024,Open
887,Deal Alpha,Oyondu,Bertine MacAndie,Retail,Mid-Market,Qualification,440552,20,7/15/2025,11/30/2024,Open
888,Deal Beta,Myworks,Henri Muckeen,Retail,SMB,Proposal,9201,30,8/14/2025,12/15/2023,Open
889,Deal Gamma,Flipbug,Stafford Wilbraham,Retail,Enterprise,Negotiation,17858,61,3/30/2025,6/3/2023,Open
890,Deal Delta,Eadel,Patten Greeves,Technology,Enterprise,Prospecting,299365,22,6/28/2025,9/18/2023,Open
891,Deal Alpha,Topicblab,Edwin Takle,Technology,Enterprise,Negotiation,252048,8,1/23/2024,9/7/2023,Open
892,Deal Alpha,Shufflester,Crin Disbrow,Professional Services,Enterprise,Prospecting,371650,29,10/10/2024,8/6/2023,Open
893,Deal Gamma,Wordify,Kerry Bellham,Technology,Mid-Market,Prospecting,437389,90,9/29/2024,10/2/2024,Open
894,Deal Delta,Yakitri,Brigitta Rosevear,Manufacturing,Enterprise,Negotiation,405448,34,8/21/2025,3/2/2024,Open
895,Deal Delta,Muxo,Munroe Cardnell,Professional Services,SMB,Proposal,53886,14,5/24/2025,11/20/2023,Open
896,Deal Gamma,Yamia,Marjy Glentworth,Retail,Enterprise,Qualification,441630,36,10/12/2025,8/13/2023,Open
897,Deal Delta,Twimm,Marilee Medling,Technology,Mid-Market,Negotiation,486022,45,3/23/2025,11/25/2023,Open
898,Deal Gamma,Twinte,Svend Crosson,Professional Services,Mid-Market,Closed Won,246579,45,6/10/2024,7/28/2023,Won
899,Deal Beta,Flipbug,Cornie Magson,Technology,SMB,Prospecting,475124,14,7/12/2024,9/2/2024,Open
900,Deal Delta,Fatz,Abagail Hymers,Financial Services,SMB,Negotiation,56665,47,8/18/2024,10/4/2023,Open
901,Deal Gamma,Yabox,Michel Poulter,Professional Services,Enterprise,Demo,137845,75,7/29/2024,8/2/2023,Open
902,Deal Gamma,Yombu,Abelard Piola,Technology,Enterprise,Qualification,159105,85,9/30/2025,12/14/2023,Open
903,Deal Gamma,Buzzbean,Vikky Vigrass,Technology,Enterprise,Prospecting,459843,50,11/1/2024,11/8/2024,Open
904,Deal Beta,Oodoo,Laurianne Garmons,Healthcare,Enterprise,Demo,177595,50,2/27/2025,7/19/2024,Open
905,Deal Beta,Yata,Lew Lancaster,Financial Services,SMB,Demo,252531,22,1/15/2025,8/2/2024,Open
906,Deal Alpha,Flashset,Kaylil Western,Professional Services,Enterprise,Qualification,407390,43,7/17/2024,3/30/2024,Open
907,Deal Alpha,Jatri,Nealy Henkens,Technology,Mid-Market,Prospecting,90492,42,10/2/2024,8/22/2023,Open
908,Deal Beta,Thoughtmix,Cecily Cruickshanks,Retail,SMB,Negotiation,366871,78,1/21/2025,11/1/2024,Open
909,Deal Beta,Viva,Anselma Dallas,Healthcare,Enterprise,Demo,267674,71,5/22/2024,4/17/2024,Open
910,Deal Delta,Wordpedia,Benjamin Bew,Manufacturing,Mid-Market,Prospecting,318404,33,1/14/2025,4/23/2024,Open
911,Deal Beta,Quaxo,Geralda Comino,Technology,Mid-Market,Prospecting,241815,67,5/29/2024,9/17/2024,Open
912,Deal Delta,Skimia,Phillis Kitteringham,Professional Services,Mid-Market,Prospecting,352255,72,2/1/2024,8/9/2024,Open
913,Deal Beta,Wordpedia,Waiter Barford,Technology,Enterprise,Demo,317353,48,6/26/2025,10/5/2024,Open
914,Deal Alpha,Livefish,Hirsch Vlach,Healthcare,Enterprise,Proposal,146304,24,2/25/2024,8/31/2023,Open
915,Deal Delta,Eazzy,Kaleena Eccott,Manufacturing,Enterprise,Prospecting,435368,62,4/4/2024,11/14/2023,Open
916,Deal Gamma,Browseblab,Aldin Sleaford,Financial Services,Enterprise,Proposal,296596,34,3/16/2024,1/6/2024,Open
917,Deal Gamma,Twinder,Miltie Twiname,Healthcare,Mid-Market,Prospecting,87390,68,10/21/2025,10/2/2023,Open
918,Deal Alpha,Tagopia,Elsie Goskar,Financial Services,Enterprise,Proposal,424625,82,8/14/2024,3/29/2024,Open
919,Deal Beta,Thoughtsphere,Dahlia McKeveney,Financial Services,Mid-Market,Closed Won,458095,49,12/21/2025,12/16/2024,Won
920,Deal Delta,Babbleblab,Taddeo Palfery,Financial Services,Mid-Market,Qualification,40171,37,10/10/2024,7/22/2023,Open
921,Deal Delta,Cogidoo,Indira Sidworth,Financial Services,SMB,Qualification,192289,52,9/23/2024,3/19/2024,Open
922,Deal Delta,Rhyzio,Clemente Clail,Financial Services,Mid-Market,Negotiation,90282,72,9/26/2024,7/28/2023,Open
923,Deal Beta,Brightdog,Feliks Burborough,Professional Services,Enterprise,Demo,356715,78,2/28/2024,11/20/2023,Open
924,Deal Gamma,Linklinks,Laverne Darling,Professional Services,Mid-Market,Qualification,114231,7,4/27/2024,12/26/2023,Open
925,Deal Delta,Dynava,Jacklyn Romanini,Technology,Mid-Market,Prospecting,242229,11,1/16/2024,1/12/2024,Open
926,Deal Delta,Flipopia,Levey Burston,Financial Services,Enterprise,Qualification,323157,14,7/1/2025,5/15/2024,Open
927,Deal Beta,Npath,Jacquetta Gilderoy,Retail,SMB,Qualification,74580,37,1/17/2025,7/28/2024,Open
928,Deal Beta,Bubbletube,Tove Costan,Retail,Mid-Market,Proposal,138591,33,9/19/2025,10/3/2023,Open
929,Deal Delta,Jayo,Rosabel Worthington,Financial Services,Enterprise,Proposal,144645,12,5/20/2024,7/5/2023,Open
930,Deal Alpha,Tagpad,Pacorro Dressel,Retail,Mid-Market,Qualification,81032,1,10/24/2025,5/6/2024,Open
931,Deal Alpha,Quimm,Hope Dillinger,Manufacturing,Enterprise,Proposal,465790,70,5/28/2024,7/11/2023,Open
932,Deal Alpha,Buzzshare,Spense Piscot,Retail,Mid-Market,Qualification,190915,51,12/29/2024,3/28/2024,Open
933,Deal Beta,Trupe,Daphne Bladen,Retail,Enterprise,Demo,263549,43,11/23/2025,8/6/2024,Open
934,Deal Delta,Vidoo,Hi Hoffner,Manufacturing,Mid-Market,Prospecting,32796,45,9/2/2025,8/7/2023,Open
935,Deal Delta,Gevee,Walt Konerding,Technology,SMB,Qualification,262325,52,1/12/2024,4/19/2024,Open
936,Deal Alpha,Topicshots,Moss Lipson,Healthcare,Enterprise,Qualification,364614,61,9/24/2024,10/27/2024,Open
937,Deal Beta,Flipbug,Tabbie Fernando,Retail,Enterprise,Qualification,493680,48,8/16/2025,12/25/2023,Open
938,Deal Gamma,Rhyloo,Dulcinea Burdett,Professional Services,SMB,Proposal,473485,88,7/10/2024,10/23/2024,Open
939,Deal Delta,Topicstorm,Carlota Coke,Professional Services,Mid-Market,Demo,241845,39,7/5/2025,1/4/2024,Open
940,Deal Beta,Centidel,Evelyn Bocken,Retail,Mid-Market,Closed Lost,66575,16,4/26/2024,5/27/2024,Lost
941,Deal Gamma,Skiba,Amalle Brownell,Professional Services,Enterprise,Prospecting,85618,34,5/1/2024,9/19/2024,Open
942,Deal Alpha,Eazzy,Selestina Butner,Financial Services,Enterprise,Demo,472658,20,9/11/2025,12/15/2023,Open
943,Deal Beta,Midel,Nye Bollans,Professional Services,Mid-Market,Closed Won,83365,16,10/22/2024,9/22/2023,Won
944,Deal Beta,Kwimbee,Jenn Devas,Retail,SMB,Negotiation,88121,61,12/16/2024,1/22/2024,Open
945,Deal Beta,Zoomdog,Keriann Littledike,Healthcare,SMB,Proposal,60799,22,4/4/2025,6/16/2024,Open
946,Deal Delta,Bubblebox,Burty Shorey,Professional Services,Enterprise,Prospecting,39059,57,12/31/2024,9/26/2023,Open
947,Deal Gamma,Flashspan,Sonya Freathy,Professional Services,SMB,Prospecting,466547,22,12/13/2024,5/5/2024,Open
948,Deal Delta,Voonder,Joaquin Palfreyman,Retail,Mid-Market,Prospecting,8010,15,3/4/2025,9/29/2024,Open
949,Deal Delta,Brainverse,Anton Corwin,Healthcare,SMB,Demo,221587,73,12/5/2024,7/5/2023,Open
950,Deal Beta,Avaveo,Mirabella Hearl,Financial Services,Enterprise,Negotiation,496896,55,7/30/2024,10/4/2023,Open
951,Deal Gamma,Ailane,Raimundo Litel,Technology,SMB,Qualification,229707,89,4/12/2025,2/1/2024,Open
952,Deal Beta,Kwinu,Jacquelynn Fone,Professional Services,Enterprise,Negotiation,460412,24,8/19/2024,10/16/2023,Open
953,Deal Alpha,Realcube,Connor Gillogley,Technology,SMB,Prospecting,269144,1,4/20/2025,1/1/2024,Open
954,Deal Delta,Photospace,Kelcy Ballach,Professional Services,SMB,Prospecting,244663,24,7/19/2025,9/24/2023,Open
955,Deal Alpha,Voolith,Jolie Lisimore,Retail,Mid-Market,Prospecting,370965,67,2/6/2024,5/7/2024,Open
956,Deal Alpha,Yakitri,Artair Choak,Technology,SMB,Qualification,489144,37,5/29/2025,3/30/2024,Open
957,Deal Delta,Meevee,Aura Deam,Technology,SMB,Demo,464620,79,5/29/2024,12/22/2023,Open
958,Deal Delta,Thoughtmix,Anna Ritchman,Retail,SMB,Closed Won,481869,47,4/15/2025,11/13/2023,Won
959,Deal Delta,Mynte,Konstantin Poone,Financial Services,Mid-Market,Qualification,152799,68,4/4/2024,6/15/2023,Open
960,Deal Alpha,Fanoodle,Carlin Boyles,Healthcare,Mid-Market,Proposal,85342,34,6/29/2024,7/18/2023,Open
961,Deal Delta,Yoveo,Darla Cobbing,Healthcare,SMB,Prospecting,116080,48,1/29/2025,2/25/2024,Open
962,Deal Delta,Dabjam,Basile Byforth,Manufacturing,SMB,Qualification,244347,15,10/27/2024,11/10/2024,Open
963,Deal Delta,Thoughtstorm,Elvina Sansbury,Healthcare,SMB,Demo,373280,2,4/18/2025,2/11/2024,Open
964,Deal Beta,Demimbu,Rodolfo Yelden,Technology,Mid-Market,Proposal,48361,84,1/3/2025,10/14/2023,Open
965,Deal Gamma,Linktype,Langsdon Aspinal,Technology,Enterprise,Demo,250901,58,6/28/2025,7/1/2024,Open
966,Deal Gamma,Thoughtblab,Chadd Bampkin,Manufacturing,SMB,Prospecting,264803,31,12/29/2024,9/25/2023,Open
967,Deal Delta,Skippad,Luci Byrde,Professional Services,SMB,Closed Won,328891,39,12/6/2024,12/3/2024,Won
968,Deal Alpha,Dabvine,Mannie O'Calleran,Technology,Enterprise,Qualification,209097,4,4/2/2025,10/28/2024,Open
969,Deal Delta,Flipbug,Dulcine Records,Professional Services,Enterprise,Closed Won,365683,60,9/10/2024,6/9/2023,Won
970,Deal Beta,Skynoodle,Jenni Sweeney,Healthcare,SMB,Demo,19852,53,5/14/2025,9/3/2023,Open
971,Deal Beta,Jabberstorm,Chrissie Ripsher,Financial Services,Enterprise,Qualification,370571,27,12/27/2025,11/24/2023,Open
972,Deal Alpha,Cogilith,Coreen Thursfield,Professional Services,SMB,Demo,290463,6,6/23/2025,11/15/2024,Open
973,Deal Alpha,Npath,Izzy Gentreau,Financial Services,SMB,Negotiation,58379,13,3/8/2025,8/28/2024,Open
974,Deal Gamma,Thoughtbeat,Delaney Entres,Healthcare,SMB,Demo,490483,86,3/25/2025,11/5/2023,Open
975,Deal Alpha,Katz,Karel Gurner,Retail,Mid-Market,Prospecting,445740,62,12/10/2024,4/7/2024,Open
976,Deal Beta,Yambee,Edlin Foster,Professional Services,Enterprise,Demo,180632,74,11/19/2025,5/12/2024,Open
977,Deal Gamma,Yacero,Modesty Snalham,Retail,SMB,Negotiation,362573,30,1/7/2025,4/19/2024,Open
978,Deal Beta,Twinder,Lyn Totman,Manufacturing,Mid-Market,Qualification,291835,66,4/10/2024,2/1/2024,Open
979,Deal Alpha,Zooxo,Nichol Setford,Healthcare,Enterprise,Proposal,238990,72,3/18/2024,3/10/2024,Open
980,Deal Beta,Zoozzy,Vania Braundt,Retail,SMB,Prospecting,356411,81,2/13/2024,1/30/2024,Open
981,Deal Beta,Quatz,Lutero Corzor,Professional Services,Enterprise,Demo,202007,18,8/14/2024,9/26/2024,Open
982,Deal Delta,Eadel,Catherina Biaggelli,Retail,Enterprise,Proposal,306770,70,5/15/2025,2/3/2024,Open
983,Deal Beta,Demimbu,Angeline Sexty,Technology,Mid-Market,Qualification,466480,81,9/11/2025,4/1/2024,Open
984,Deal Beta,Blognation,Temp Stothert,Technology,SMB,Demo,357956,62,3/15/2024,5/5/2024,Open
985,Deal Gamma,Buzzdog,Sunshine Craker,Technology,SMB,Qualification,272436,90,8/23/2024,7/4/2023,Open
986,Deal Gamma,Divape,Damian Sommerfeld,Professional Services,SMB,Prospecting,351362,71,11/4/2025,9/14/2023,Open
987,Deal Gamma,JumpXS,Franny Hanscomb,Technology,SMB,Prospecting,126723,77,10/26/2025,10/22/2023,Open
988,Deal Alpha,Twitterwire,Belle Langton,Technology,Mid-Market,Negotiation,280263,8,2/1/2025,7/1/2024,Open
989,Deal Alpha,Zoomlounge,Elicia Loton,Retail,Enterprise,Qualification,163557,34,3/13/2024,10/31/2024,Open
990,Deal Delta,Centidel,Derby Gawkes,Healthcare,Mid-Market,Prospecting,315798,73,1/28/2024,3/19/2024,Open
991,Deal Delta,Rhynoodle,Alasteir Bloss,Retail,Enterprise,Proposal,187501,40,7/20/2025,8/27/2023,Open
992,Deal Alpha,Flipopia,Malva Petrecz,Manufacturing,Mid-Market,Qualification,101307,86,6/15/2024,7/6/2023,Open
993,Deal Gamma,Skimia,Richart Silman,Retail,SMB,Proposal,436984,67,7/23/2024,6/21/2023,Open
994,Deal Beta,Rhynoodle,Valentina Febry,Technology,Mid-Market,Qualification,146066,90,7/13/2025,8/31/2024,Open
995,Deal Delta,Pixoboo,Terrence Brownhall,Technology,Mid-Market,Qualification,457557,52,7/9/2024,6/6/2024,Open
996,Deal Gamma,Brainsphere,Ermentrude Bolderoe,Financial Services,Mid-Market,Qualification,108545,82,7/12/2025,3/24/2024,Open
997,Deal Alpha,Topicstorm,Robbie Gianulli,Retail,SMB,Proposal,204800,41,2/18/2024,8/10/2023,Open
998,Deal Beta,Tagcat,Tanitansy Galfour,Manufacturing,Mid-Market,Demo,165070,56,4/25/2025,6/30/2024,Open
999,Deal Gamma,Buzzshare,Lorin Doone,Financial Services,SMB,Demo,262925,41,8/23/2024,9/17/2023,Open
1000,Deal Delta,Dabfeed,Colene Futty,Financial Services,SMB,Closed Lost,233750,24,7/7/2024,10/30/2024,Lost
